Airline,Source,Destination,Duration,stops,class,departure time,arrival time,Price,Date
Air France,CMN,PAR,3h 05m,direct,business,07:30,11:35,"AED 3,400",2024-07-05
WestJet,LAX,NRT,17h 25m,1 stop,economy,07:00,16:25+1,"AED 4,320 ",2024-06-04 
Transavia France,PAR,IST,3h 50m,direct,economy,19:15,00:05+1,"AED 1,192",2024-07-07
Multiple Airlines,LAX,CMN,29h 15m,2 stops,business,11:10,00:25+2,"AED 17,461 ",2024-06-14 
Qatar Airways,CMN,NRT,26h 50m,2 stops,business,20:50,07:40+2,"AED 15,120",2024-07-01
Lufthansa,IST,CMN,8h 30m,1 stop,business,17:55,00:25+1,"AED 6,380 ",2024-06-07 
Condor,LAX,CMN,21h 25m,1 stop,business,19:00,00:25+2,"AED 16,573 ",2024-06-05 
Qatar Airways,IST,NRT,16h 50m,1 stop,economy,20:05,18:55+1,"AED 4,340 ",2024-06-22 
Egypt Air,CMN,IST,14h 50m,1 stop,economy,00:45,17:35,"AED 1,626 ",2024-06-22 
Etihad Airways,NRT,IST,18h 50m,1 stop,economy,17:30,06:20+1,"AED 2,883 ",2024-06-15 
Qatar Airways,NRT,CMN,29h 10m,2 stops,economy,10:20,07:30+1,"AED 3,410 ",2024-06-18 
Air France,PAR,LAX,12h 00m,direct,business,15:35,18:35,"AED 20,270",2024-06-29
Singapore Airlines,NRT,IST,26h 35m,1 stop,economy,11:10,07:45+1,"AED 2,586",2024-07-05
Transavia France,PAR,IST,3h 50m,direct,economy,19:15,00:05+1,AED 376,2024-06-04
Qatar Airways,CMN,LAX,31h 38m,2 stops,business,20:50,20:28+1,"AED 7,410 ",2024-06-09 
Turkish Airlines,CMN,IST,4h 25m,direct,business,10:15,16:40,"AED 5,577 ",2024-06-22 
Air France,CMN,LAX,25h 05m,1 stop,business,18:20,11:25+1,"AED 11,190 ",2024-06-23 
Air France,CMN,NRT,21h 10m,2 stops,business,07:30,12:40+1,"AED 12,730 ",2024-06-23 
SAUDIA,CMN,IST,16h 35m,1 stop,business,19:10,13:45+1,"AED 7,835 ",2024-06-04 
Air France,PAR,LAX,11h 25m,direct,business,10:40,13:05,"AED 20,340 ",2024-06-14 
Turkish Airlines,PAR,IST,3h 40m,direct,business,16:05,20:45,"AED 3,970 ",2024-06-07 
Air France,PAR,CMN,3h 10m,direct,economy,12:40,14:50,"AED 1,201 ",2024-06-01 
Multiple Airlines,IST,LAX,23h 57m,2 stops,economy,06:10,20:07,"AED 3,028 ",2024-06-12 
KLM,LAX,IST,16h 15m,1 stop,economy,13:50,16:05+1,"AED 3,066 ",2024-06-13 
Turkish Airlines,IST,PAR,3h 40m,direct,business,06:50,09:30,"AED 4,020",2024-06-30
Multiple Airlines,IST,LAX,24h 34m,2 stops,economy,06:10,20:44,"AED 5,701",2024-07-04
Air Canada,CMN,LAX,17h 20m,2 stops,business,08:50,18:10,"AED 8,150",2024-07-05
Air Algerie,IST,PAR,8h 10m,1 stop,business,08:10,15:20,"AED 3,107",2024-07-05
Royal Air Maroc,PAR,CMN,3h 10m,direct,economy,18:30,20:40,"AED 1,484",2024-06-27
Delta,LAX,CMN,18h 30m,1 stop,economy,18:30,21:00+1,"AED 5,141 ",2024-06-18 
Multiple Airlines,LAX,PAR,18h 45m,2 stops,business,14:00,17:45+1,"AED 16,465 ",2024-06-20 
Qatar Airways,NRT,CMN,31h 30m,2 stops,economy,14:50,14:20+1,"AED 5,930 ",2024-06-01 
Delta,LAX,CMN,19h 05m,2 stops,economy,11:45,14:50+1,"AED 5,363 ",2024-06-22 
Delta,LAX,PAR,12h 50m,1 stop,business,11:40,09:30+1,"AED 26,484 ",2024-05-29 
Air Canada,LAX,CMN,24h 40m,1 stop,business,22:30,07:10+2,"AED 14,020 ",2024-06-05 
JAL,LAX,NRT,11h 05m,direct,business,13:35,16:40+1,"AED 11,520",2024-07-02
Qatar Airways,NRT,CMN,28h 50m,2 stops,economy,10:40,07:30+1,"AED 4,490 ",2024-06-06 
Turkish Airlines,IST,NRT,11h 05m,direct,business,15:50,08:55+1,"AED 15,120 ",2024-06-06 
Qatar Airways,CMN,IST,12h 55m,1 stop,economy,20:50,11:45+1,"AED 2,310 ",2024-06-21 
EVA Air,NRT,PAR,24h 30m,1 stop,business,14:25,07:55+1,"AED 10,170",2024-07-08
Royal Air Maroc,CMN,NRT,24h 25m,2 stops,economy,12:30,20:55+1,"AED 3,394",2024-07-01
Iberia,LAX,CMN,15h 25m,1 stop,economy,17:50,17:15+1,"AED 3,799 ",2024-06-20 
Delta,LAX,IST,16h 15m,1 stop,economy,13:50,16:05+1,"AED 3,202",2024-07-04
KLM,IST,NRT,18h 45m,1 stop,economy,08:50,09:35+1,"AED 3,090",2024-06-28
Egypt Air,CMN,IST,11h 20m,1 stop,economy,13:30,02:50+1,"AED 1,480 ",2024-06-14 
Air Algerie,IST,PAR,14h 25m,1 stop,business,05:15,18:40,"AED 2,058",2024-07-06
Austrian Airlines,IST,LAX,16h 50m,1 stop,economy,06:10,13:00,"AED 3,111 ",2024-06-15 
Lufthansa,LAX,IST,20h 25m,1 stop,economy,14:55,21:20+1,"AED 3,731 ",2024-06-16 
Egypt Air,IST,CMN,11h 45m,1 stop,business,14:00,23:45,"AED 2,675 ",2024-06-01 
China Eastern,IST,NRT,16h 50m,1 stop,business,14:00,12:50+1,"AED 7,769 ",2024-06-15 
Delta,IST,LAX,16h 20m,1 stop,business,06:45,13:05,"AED 18,904 ",2024-06-08 
ANA,LAX,NRT,11h 15m,direct,business,11:25,14:40+1,"AED 16,360 ",2024-06-25 
Egypt Air,IST,CMN,21h 15m,1 stop,economy,04:30,23:45,"AED 1,382",2024-07-07
Delta,LAX,CMN,18h 30m,1 stop,economy,18:30,21:00+1,"AED 5,141 ",2024-06-16 
Pegasus Airlines,IST,LAX,26h 20m,1 stop,business,19:30,11:50+1,"AED 10,173 ",2024-06-05 
British Airways,LAX,IST,16h 55m,1 stop,economy,21:30,00:25+2,"AED 4,250 ",2024-06-18 
Turkish Airlines,IST,LAX,13h 55m,direct,business,13:35,17:30,"AED 9,280",2024-06-28
Lufthansa,PAR,LAX,15h 55m,1 stop,economy,09:55,16:50,"AED 2,032 ",2024-06-10 
Qatar Airways,CMN,NRT,38h 05m,1 stop,business,20:50,18:55+2,"AED 10,460 ",2024-06-06 
Asiana Airlines,NRT,LAX,16h 00m,1 stop,economy,16:00,16:00,"AED 2,140 ",2024-06-11 
Emirates,IST,NRT,16h 10m,1 stop,economy,19:25,17:35+1,"AED 4,726 ",2024-06-25 
Air Algerie,IST,PAR,8h 10m,1 stop,business,08:10,15:20,"AED 3,212",2024-05-31
TAP Portugal,PAR,CMN,5h 35m,1 stop,business,06:00,10:35,"AED 2,247",2024-07-05
Lufthansa,IST,LAX,19h 59m,2 stops,economy,14:00,23:59,"AED 2,630 ",2024-06-03 
LOT,IST,PAR,5h 55m,1 stop,business,13:55,18:50,"AED 2,280 ",2024-06-10 
Asiana Airlines,NRT,IST,30h 10m,1 stop,economy,16:00,16:10+1,"AED 1,910",2024-07-04
Delta,LAX,CMN,19h 05m,2 stops,economy,11:45,14:50+1,"AED 5,363 ",2024-06-21 
ANA,NRT,LAX,10h 15m,direct,economy,16:55,11:10,"AED 6,300",2024-07-04
Royal Air Maroc,CMN,NRT,19h 35m,1 stop,business,12:25,16:00+1,"AED 15,042 ",2024-06-11 
Emirates,PAR,NRT,23h 10m,1 stop,business,11:25,17:35+1,"AED 16,516 ",2024-06-06 
Air Algerie,PAR,IST,7h 55m,1 stop,business,07:40,16:35,"AED 3,936",2024-07-04
Air China,NRT,IST,22h 45m,1 stop,business,15:15,08:00+1,"AED 11,580",2024-07-06
Asiana Airlines,IST,NRT,18h 50m,1 stop,business,17:40,18:30+1,"AED 10,520",2024-07-08
KLM,PAR,IST,5h 55m,1 stop,economy,10:15,17:10,"AED 1,240",2024-06-26
China Eastern,NRT,IST,25h 30m,1 stop,economy,13:00,08:30+1,"AED 1,605 ",2024-06-14 
Asiana Airlines,NRT,IST,26h 45m,1 stop,business,19:25,16:10+1,"AED 5,520",2024-06-28
Aegean Airlines,PAR,IST,11h 05m,1 stop,economy,14:05,02:10+1,AED 730,2024-06-19
Pegasus Airlines,IST,CMN,5h 10m,direct,economy,19:50,23:00,AED 629,2024-05-31
Turkish Airlines,NRT,PAR,18h 55m,1 stop,economy,10:35,22:30,"AED 2,830",2024-07-04
Turkish Airlines,CMN,NRT,28h 15m,2 stops,business,10:15,22:30+1,"AED 10,150",2024-07-07
JetBlue,PAR,LAX,21h 15m,1 stop,economy,11:15,23:30,"AED 2,453 ",2024-06-05 
Delta,LAX,CMN,20h 45m,2 stops,economy,10:05,14:50+1,"AED 4,753",2024-06-28
British Airways,IST,CMN,18h 15m,2 stops,economy,19:55,12:10+1,"AED 1,484 ",2024-06-18 
Lufthansa,LAX,IST,16h 40m,1 stop,business,18:40,21:20+1,"AED 23,080",2024-07-06
American Airlines,NRT,CMN,46h 25m,2 stops,business,18:25,08:50+2,"AED 18,630 ",2024-05-30 
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,17:20,19:25,"AED 1,083 ",2024-06-12 
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,08:10,12:00,"AED 2,428 ",2024-05-30 
Air Algerie,PAR,IST,9h 20m,1 stop,business,14:00,00:20+1,"AED 3,608",2024-07-01
Air Canada,CMN,LAX,20h 50m,2 stops,business,08:50,21:40,"AED 9,030",2024-07-01
Lufthansa,IST,LAX,16h 50m,1 stop,business,06:10,13:00,"AED 8,000 ",2024-06-04 
Delta,IST,LAX,16h 20m,1 stop,business,06:45,13:05,"AED 18,917",2024-05-31
Royal Air Maroc,CMN,NRT,25h 50m,2 stops,business,03:10,13:00+1,"AED 9,785",2024-07-01
Iberia,PAR,CMN,7h 05m,1 stop,economy,14:20,20:25,AED 995,2024-06-06
Etihad Airways,CMN,NRT,19h 45m,1 stop,business,09:15,13:00+1,"AED 9,325 ",2024-06-03 
Turkish Airlines,IST,LAX,13h 55m,direct,business,13:35,17:30,"AED 12,355 ",2024-06-02 
Air France,CMN,NRT,28h 15m,2 stops,business,07:30,19:45+1,"AED 26,140 ",2024-06-07 
British Airways,IST,PAR,6h 35m,1 stop,economy,17:40,23:15,"AED 1,650 ",2024-06-14 
Cathay Pacific,PAR,NRT,21h 00m,1 stop,economy,12:05,16:05+1,"AED 3,700",2024-07-05
Royal Air Maroc,CMN,LAX,17h 27m,1 stop,economy,15:55,01:22+1,"AED 2,549 ",2024-06-20 
TUI Fly Belgium,CMN,PAR,3h 25m,direct,economy,06:35,11:00,AED 454,2024-06-22
Lufthansa,IST,CMN,12h 25m,1 stop,business,14:00,00:25+1,"AED 4,180 ",2024-06-16 
China Southern,NRT,IST,23h 05m,2 stops,economy,13:25,06:30+1,"AED 2,440 ",2024-06-05 
Air Canada,CMN,LAX,19h 51m,2 stops,business,08:50,20:41,"AED 8,150",2024-07-04
Air France,PAR,CMN,3h 05m,direct,economy,15:15,17:20,AED 993,2024-06-21
SriLankan Airlines,NRT,CMN,42h 35m,2 stops,business,11:35,22:10+1,"AED 6,224 ",2024-06-01 
Turkish Airlines,IST,PAR,3h 45m,direct,economy,12:25,15:10,"AED 1,160 ",2024-06-07 
Air France,IST,CMN,12h 35m,1 stop,business,06:45,17:20,"AED 4,290 ",2024-06-06 
China Eastern,NRT,CMN,29h 55m,2 stops,business,16:55,14:50+1,"AED 15,675 ",2024-06-23 
Air Algerie,PAR,IST,11h 15m,1 stop,business,12:15,00:30+1,"AED 3,362 ",2024-06-08 
Turkish Airlines,LAX,IST,13h 20m,direct,business,19:25,18:45+1,"AED 12,280 ",2024-06-16 
Qatar Airways,CMN,LAX,25h 15m,1 stop,business,20:50,14:05+1,"AED 6,670",2024-07-03
Pegasus Airlines,IST,LAX,36h 55m,1 stop,economy,10:35,13:30+1,"AED 1,503 ",2024-06-10 
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,10:20,14:10,"AED 2,442 ",2024-06-13 
Turkish Airlines,CMN,NRT,31h 55m,2 stops,economy,16:45,08:40+2,"AED 4,270 ",2024-06-16 
TAP Portugal,PAR,CMN,15h 50m,1 stop,business,19:45,10:35+1,"AED 2,340 ",2024-06-09 
Air Arabia Maroc,CMN,IST,8h 15m,1 stop,economy,07:00,17:15,"AED 1,047 ",2024-06-20 
Vueling,PAR,CMN,10h 40m,1 stop,economy,06:30,16:10,AED 633,2024-06-27
Turkish Airlines,PAR,IST,3h 30m,direct,economy,19:50,00:20+1,"AED 1,083 ",2024-06-18 
British Airways,CMN,LAX,19h 26m,2 stops,economy,12:45,00:11+1,"AED 3,750",2024-06-26
Turkish Airlines,IST,NRT,14h 30m,1 stop,business,02:00,22:30,"AED 13,340 ",2024-06-17 
Royal Air Maroc,CMN,NRT,21h 10m,2 stops,economy,13:25,18:35+1,"AED 3,766 ",2024-06-20 
SWISS,LAX,PAR,14h 35m,1 stop,business,19:40,19:15+1,"AED 26,534",2024-05-31
British Airways,IST,LAX,18h 45m,1 stop,economy,08:30,17:15,"AED 2,690",2024-06-29
Qatar Airways,CMN,NRT,39h 45m,2 stops,business,20:50,20:35+2,"AED 10,890 ",2024-06-06 
Air Arabia Maroc,IST,CMN,5h 00m,direct,economy,01:30,04:30,AED 880,2024-06-03
Iberia,PAR,CMN,12h 15m,1 stop,business,06:00,17:15,"AED 1,930 ",2024-06-14 
Thai Airways,NRT,PAR,27h 20m,1 stop,economy,10:50,07:10+1,"AED 2,142 ",2024-06-10 
Alaska Airlines,LAX,NRT,15h 30m,1 stop,business,08:00,15:30+1,"AED 11,800",2024-07-05
United Airlines,CMN,LAX,18h 39m,2 stops,economy,08:50,19:29,"AED 5,630 ",2024-06-23 
Turkish Airlines,IST,LAX,13h 55m,direct,business,13:35,17:30,"AED 8,895 ",2024-06-04 
ZIPAIR,NRT,LAX,9h 50m,direct,economy,14:40,08:30,AED 998,2024-06-17
Turkish Airlines,IST,LAX,13h 40m,direct,business,08:00,11:40,"AED 12,620 ",2024-06-09 
Ajet,IST,PAR,3h 30m,direct,economy,13:55,16:25,AED 675,2024-06-09
Air Canada,CMN,LAX,23h 00m,2 stops,business,01:15,16:15,"AED 8,081",2024-07-04
Turkish Airlines,PAR,IST,3h 40m,direct,economy,16:05,20:45,"AED 1,361 ",2024-06-20 
Asiana Airlines,LAX,NRT,30h 00m,1 stop,economy,23:00,21:00+2,"AED 3,750 ",2024-06-08 
Lufthansa,IST,LAX,16h 50m,1 stop,economy,06:10,13:00,"AED 2,558",2024-05-31
SWISS,PAR,NRT,18h 40m,2 stops,business,07:10,08:50+1,"AED 24,398",2024-05-31
Korean Air,NRT,PAR,31h 10m,1 stop,business,18:20,18:30+1,"AED 7,970",2024-07-06
JAL,LAX,NRT,25h 45m,1 stop,business,14:55,08:40+2,"AED 11,550",2024-07-01
Asiana Airlines,IST,NRT,15h 00m,1 stop,economy,17:40,14:40+1,"AED 3,620",2024-06-28
Korean Air,NRT,IST,16h 20m,1 stop,business,09:20,19:40,"AED 7,970 ",2024-06-07 
TUI Fly Belgium,CMN,PAR,3h 25m,direct,economy,06:45,11:10,AED 334,2024-06-01
Norse Atlantic Airways,LAX,PAR,10h 50m,direct,economy,21:10,17:00+1,"AED 1,383 ",2024-06-16 
Turkish Airlines,IST,PAR,3h 50m,direct,economy,14:05,16:55,AED 613,2024-07-04
Qatar Airways,NRT,CMN,35h 40m,2 stops,economy,10:40,14:20+1,"AED 4,740 ",2024-06-19 
Ajet,PAR,IST,3h 20m,direct,economy,12:35,16:55,AED 543,2024-06-10
Lufthansa,IST,LAX,16h 50m,1 stop,economy,06:10,13:00,"AED 2,600 ",2024-06-13 
Qatar Airways,NRT,CMN,29h 05m,2 stops,economy,17:15,14:20+1,"AED 4,550",2024-07-07
Cathay Pacific,PAR,NRT,19h 25m,1 stop,economy,12:05,14:30+1,"AED 2,865 ",2024-06-13 
American Airlines,LAX,NRT,16h 55m,1 stop,business,07:35,16:30+1,"AED 11,500 ",2024-06-25 
Air Serbia,IST,PAR,5h 00m,1 stop,business,15:40,19:40,"AED 1,247",2024-06-30
Lufthansa,PAR,LAX,16h 00m,1 stop,economy,09:55,16:55,"AED 3,907",2024-06-27
Air Algerie,PAR,IST,11h 15m,1 stop,business,15:30,03:45+1,"AED 3,588 ",2024-06-11 
Aegean Airlines,IST,PAR,6h 30m,1 stop,economy,15:50,21:20,AED 940,2024-07-05
China Airlines,NRT,LAX,18h 50m,1 stop,economy,17:55,20:45,"AED 2,450 ",2024-06-10 
Turkish Airlines,PAR,IST,3h 40m,direct,economy,17:55,22:35,"AED 1,083 ",2024-06-07 
Multiple Airlines,PAR,LAX,19h 33m,2 stops,economy,09:55,20:28,"AED 2,869 ",2024-06-02 
Multiple Airlines,LAX,PAR,19h 40m,2 stops,business,09:00,13:40+1,"AED 8,771",2024-06-28
Qatar Airways,CMN,NRT,23h 55m,2 stops,economy,11:00,18:55+1,"AED 4,360 ",2024-06-17 
Qatar Airways,NRT,IST,19h 40m,1 stop,economy,22:30,12:10+1,"AED 2,950 ",2024-06-12 
Pegasus Airlines,IST,CMN,5h 10m,direct,economy,19:50,23:00,AED 612,2024-06-01
Royal Air Maroc,CMN,NRT,19h 35m,1 stop,economy,12:25,16:00+1,"AED 4,237 ",2024-06-13 
Qatar Airways,CMN,NRT,33h 30m,2 stops,business,14:10,07:40+2,"AED 11,180 ",2024-06-22 
Air China,NRT,IST,22h 45m,1 stop,economy,15:15,08:00+1,"AED 1,840 ",2024-06-06 
Delta,LAX,IST,16h 15m,1 stop,business,13:50,16:05+1,"AED 26,026 ",2024-06-18 
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,18:00,00:40+1,AED 585,2024-06-06
LOT,NRT,IST,20h 30m,1 stop,business,22:35,13:05+1,"AED 10,210",2024-07-03
TAROM,IST,PAR,6h 15m,1 stop,economy,10:15,15:30,AED 892,2024-06-05
Qatar Airways,NRT,IST,31h 25m,2 stops,economy,10:20,11:45+1,"AED 3,070",2024-07-08
Etihad Airways,NRT,IST,23h 55m,2 stops,business,19:25,13:20+1,"AED 9,415 ",2024-06-03 
Asiana Airlines,NRT,IST,30h 10m,1 stop,business,16:00,16:10+1,"AED 5,520",2024-06-27
Turkish Airlines,IST,LAX,13h 40m,direct,business,08:00,11:40,"AED 12,620",2024-07-07
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,16:40,23:20,"AED 1,088",2024-07-03
Lufthansa,CMN,LAX,19h 45m,1 stop,business,01:15,13:00,"AED 8,250 ",2024-06-20 
British Airways,IST,PAR,14h 35m,1 stop,business,20:05,09:40+1,"AED 1,760 ",2024-06-22 
United Airlines,LAX,NRT,16h 05m,1 stop,economy,07:00,15:05+1,"AED 5,100",2024-06-28
TAP Portugal,PAR,CMN,5h 35m,1 stop,economy,06:00,10:35,AED 616,2024-06-22
Finnair,PAR,NRT,19h 05m,1 stop,economy,10:50,12:55+1,"AED 5,927",2024-07-06
Air France,IST,CMN,12h 35m,1 stop,business,06:45,17:20,"AED 7,380 ",2024-06-13 
Lufthansa,PAR,IST,5h 50m,1 stop,economy,14:30,21:20,"AED 1,815",2024-07-07
Lufthansa,CMN,PAR,6h 20m,1 stop,business,01:15,08:35,"AED 2,780",2024-07-04
Delta,LAX,CMN,19h 15m,2 stops,business,06:00,09:15+1,"AED 15,609",2024-06-29
EVA Air,NRT,PAR,24h 30m,1 stop,economy,14:25,07:55+1,"AED 2,430 ",2024-06-25 
Emirates,NRT,CMN,22h 15m,1 stop,economy,22:30,12:45+1,"AED 2,898",2024-06-26
Emirates,NRT,IST,24h 55m,1 stop,economy,22:30,17:25+1,"AED 2,261 ",2024-06-17 
Delta,LAX,PAR,10h 50m,direct,economy,18:30,14:20+1,"AED 7,592 ",2024-06-07 
Air Tahiti Nui,LAX,PAR,10h 35m,direct,economy,13:30,09:05+1,"AED 3,338 ",2024-06-14 
Delta,IST,LAX,22h 15m,2 stops,business,06:45,19:00,"AED 18,862 ",2024-06-17 
Multiple Airlines,IST,LAX,24h 18m,2 stops,economy,06:10,20:28,"AED 3,387 ",2024-06-11 
Multiple Airlines,LAX,IST,20h 00m,2 stops,business,11:00,17:00+1,"AED 16,931 ",2024-06-10 
United Airlines,LAX,NRT,14h 47m,1 stop,business,08:03,14:50+1,"AED 16,320 ",2024-05-29 
Qatar Airways,IST,NRT,22h 25m,2 stops,economy,13:40,18:05+1,"AED 3,720 ",2024-05-29 
Turkish Airlines,PAR,IST,3h 40m,direct,economy,12:05,16:45,"AED 1,428 ",2024-06-20 
Kuwait Airways,IST,CMN,16h 20m,1 stop,economy,20:50,11:10+1,"AED 3,900",2024-05-31
Qatar Airways,NRT,PAR,23h 50m,1 stop,business,22:30,15:20+1,"AED 10,940",2024-07-01
Emirates,NRT,IST,29h 05m,1 stop,business,22:30,21:35+1,"AED 14,090 ",2024-06-01 
Qatar Airways,IST,NRT,22h 20m,2 stops,economy,13:45,18:05+1,"AED 3,740 ",2024-06-18 
Qatar Airways,NRT,CMN,29h 10m,2 stops,economy,10:20,07:30+1,"AED 3,120 ",2024-06-02 
Tunisair,CMN,IST,7h 20m,1 stop,economy,02:00,11:20,"AED 1,387 ",2024-06-18 
Air France,CMN,NRT,26h 35m,2 stops,economy,10:20,20:55+1,"AED 2,896 ",2024-06-09 
KLM,PAR,IST,5h 50m,1 stop,business,09:15,16:05,"AED 3,300 ",2024-06-13 
Lufthansa,IST,LAX,16h 50m,1 stop,business,06:10,13:00,"AED 8,000",2024-06-27
Royal Air Maroc,CMN,NRT,32h 50m,2 stops,economy,14:10,07:00+2,"AED 4,180 ",2024-06-03 
Korean Air,NRT,IST,16h 20m,1 stop,economy,09:20,19:40,"AED 2,660",2024-06-28
Turkish Airlines,PAR,IST,3h 40m,direct,business,11:05,15:45,"AED 3,970 ",2024-06-07 
Egypt Air,IST,CMN,20h 30m,1 stop,business,19:00,13:30+1,"AED 4,526",2024-05-31
JAL,LAX,NRT,11h 35m,direct,economy,13:05,16:40+1,"AED 4,920 ",2024-06-12 
Egypt Air,NRT,IST,27h 05m,1 stop,economy,20:30,17:35+1,"AED 2,934 ",2024-06-16 
Royal Air Maroc,CMN,IST,4h 40m,direct,business,16:45,23:25,"AED 6,967",2024-06-29
Qatar Airways,IST,NRT,16h 50m,1 stop,economy,20:05,18:55+1,"AED 3,510 ",2024-06-05 
Air France,PAR,NRT,13h 50m,direct,business,12:20,09:10+1,"AED 25,320",2024-05-31
ANA,LAX,NRT,11h 15m,direct,business,11:25,14:40+1,"AED 28,490 ",2024-06-14 
Air Serbia,PAR,IST,4h 45m,1 stop,business,10:05,15:50,"AED 2,037",2024-07-06
United Airlines,LAX,NRT,15h 40m,1 stop,business,08:35,16:15+1,"AED 16,320 ",2024-06-19 
United Airlines,LAX,NRT,15h 40m,1 stop,business,08:35,16:15+1,"AED 16,430 ",2024-05-29 
Multiple Airlines,LAX,IST,21h 29m,2 stops,business,09:31,17:00+1,"AED 9,130",2024-07-08
LOT,IST,PAR,12h 45m,1 stop,business,07:05,18:50,"AED 2,280 ",2024-06-23 
Transavia France,PAR,CMN,3h 15m,direct,economy,13:55,16:10,"AED 1,208",2024-07-07
Asiana Airlines,NRT,LAX,19h 10m,1 stop,economy,13:20,16:30,"AED 3,750",2024-07-03
Vueling,PAR,LAX,17h 55m,1 stop,economy,09:15,18:10,"AED 2,378 ",2024-06-20 
KLM,IST,NRT,18h 45m,1 stop,business,08:50,09:35+1,"AED 12,500 ",2024-06-19 
American Airlines,LAX,PAR,13h 30m,1 stop,business,13:25,11:55+1,"AED 26,510 ",2024-06-13 
Royal Air Maroc,CMN,LAX,22h 49m,2 stops,economy,08:00,22:49,"AED 3,710",2024-07-05
Korean Air,NRT,CMN,44h 20m,2 stops,business,20:55,09:15+2,"AED 16,760 ",2024-06-12 
Qatar Airways,NRT,CMN,41h 00m,2 stops,business,22:30,07:30+2,"AED 16,150 ",2024-06-21 
Egypt Air,IST,PAR,8h 35m,1 stop,business,06:50,14:25,"AED 9,630 ",2024-06-02 
Qatar Airways,IST,LAX,28h 00m,1 stop,economy,20:05,14:05+1,"AED 3,740",2024-07-04
KLM,NRT,CMN,35h 30m,2 stops,business,11:20,14:50+1,"AED 15,816",2024-05-31
Air France,NRT,PAR,17h 30m,1 stop,business,11:20,21:50,"AED 13,296",2024-05-31
SWISS,PAR,NRT,19h 05m,1 stop,business,06:45,08:50+1,"AED 14,729 ",2024-06-01 
Delta,LAX,CMN,18h 25m,2 stops,economy,12:25,14:50+1,"AED 5,362 ",2024-06-06 
Delta,LAX,IST,16h 50m,1 stop,business,13:40,16:30+1,"AED 22,255",2024-07-04
Turkish Airlines,IST,PAR,3h 40m,direct,economy,06:55,09:35,AED 790,2024-07-07
Asiana Airlines,NRT,LAX,16h 50m,1 stop,economy,09:00,09:50,"AED 2,386 ",2024-06-15 
Asiana Airlines,IST,NRT,15h 00m,1 stop,business,17:40,14:40+1,"AED 10,520",2024-05-31
JAL,LAX,NRT,11h 05m,direct,economy,13:35,16:40+1,"AED 4,410",2024-07-01
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,17:25,21:50,AED 363,2024-05-29
Ajet,IST,PAR,3h 40m,direct,economy,09:00,11:40,AED 718,2024-06-22
Delta,LAX,CMN,21h 40m,1 stop,business,15:20,21:00+1,"AED 15,592 ",2024-06-18 
Egypt Air,PAR,NRT,18h 30m,1 stop,economy,16:00,17:30+1,"AED 2,427 ",2024-06-22 
United Airlines,LAX,NRT,15h 40m,1 stop,business,08:35,16:15+1,"AED 16,320 ",2024-06-06 
China Southern,NRT,PAR,24h 25m,2 stops,business,13:25,06:50+1,"AED 18,510 ",2024-06-01 
Air France,PAR,CMN,3h 10m,direct,economy,12:40,14:50,AED 940,2024-06-19
Etihad Airways,NRT,IST,17h 55m,1 stop,business,17:30,05:25+1,"AED 8,001 ",2024-06-23 
Egypt Air,CMN,IST,8h 35m,1 stop,business,13:30,00:05+1,"AED 8,021",2024-07-08
Lufthansa,LAX,IST,18h 55m,2 stops,economy,08:10,13:05+1,"AED 3,715",2024-07-03
Emirates,IST,NRT,16h 10m,1 stop,economy,19:25,17:35+1,"AED 4,004 ",2024-06-13 
Turkish Airlines,IST,PAR,3h 40m,direct,business,15:30,18:10,"AED 5,600 ",2024-06-14 
WestJet,LAX,NRT,32h 15m,2 stops,business,16:10,16:25+2,"AED 6,370",2024-06-29
Egypt Air,CMN,IST,11h 20m,1 stop,business,13:30,02:50+1,"AED 3,458",2024-07-05
Royal Air Maroc,CMN,NRT,19h 35m,1 stop,economy,12:25,16:00+1,"AED 4,893",2024-07-01
China Eastern,IST,NRT,19h 55m,1 stop,economy,14:00,15:55+1,"AED 1,827 ",2024-06-19 
Korean Air,IST,NRT,16h 35m,1 stop,economy,22:30,21:05+1,"AED 3,660",2024-07-06
Air Canada,IST,LAX,34h 31m,2 stops,business,19:05,19:36+1,"AED 7,781 ",2024-06-18 
Air France,PAR,NRT,13h 50m,direct,economy,12:20,09:10+1,"AED 5,020 ",2024-06-25 
Finnair,NRT,PAR,22h 00m,2 stops,business,23:05,14:05+1,"AED 13,580",2024-06-27
Egypt Air,IST,CMN,20h 15m,1 stop,business,18:15,12:30+1,"AED 7,012 ",2024-06-12 
Qatar Airways,IST,LAX,28h 00m,1 stop,economy,20:05,14:05+1,"AED 2,520 ",2024-06-16 
Qatar Airways,CMN,LAX,25h 15m,1 stop,economy,14:10,07:25+1,"AED 2,850",2024-07-01
Lufthansa,IST,LAX,16h 50m,1 stop,economy,06:10,13:00,"AED 2,403 ",2024-06-18 
Emirates,NRT,PAR,28h 30m,1 stop,economy,22:30,20:00+1,"AED 2,373 ",2024-06-14 
